weather_date,date,month_day,weekday,weather,highest_temp,lowest_temp,temp_difference,wind_direction,power,direction,air_quality,air_measure,air_degree
2018-03-16 周五,2018-03-16,03-16,周五,阴~多云,14,11,3,北风3-4级,北风,3-4级,33 优,33,优
2018-03-17 周六,2018-03-17,03-17,周六,小雨,20,15,5,无持续风向微风,无持续风向,微风,54 良,54,良
2018-03-18 周日,2018-03-18,03-18,周日,中雨,21,10,11,北风3-4级,北风,3-4级,35 优,35,优
2018-03-19 周一,2018-03-19,03-19,周一,小雨,12,8,4,无持续风向微风,无持续风向,微风,18 优,18,优
2018-03-20 周二,2018-03-20,03-20,周二,阴~多云,11,6,5,北风1-2级,北风,1-2级,27 优,27,优
2018-03-21 周三,2018-03-21,03-21,周三,多云,14,6,8,北风1-2级,北风,1-2级,55 良,55,良
2018-03-22 周四,2018-03-22,03-22,周四,晴,20,10,10,无持续风向微风,无持续风向,微风,67 良,67,良
2018-03-23 周五,2018-03-23,03-23,周五,晴~阴,24,14,10,无持续风向微风,无持续风向,微风,94 良,94,良
2018-03-24 周六,2018-03-24,03-24,周六,小雨,18,14,4,东北风1-2级,东北风,1-2级,90 良,90,良
2018-03-25 周日,2018-03-25,03-25,周日,小雨~阴,17,13,4,无持续风向微风,无持续风向,微风,62 良,62,良
2018-03-26 周一,2018-03-26,03-26,周一,多云,21,11,10,西北风1-2级,西北风,1-2级,70 良,70,良
2018-03-27 周二,2018-03-27,03-27,周二,晴,25,15,10,无持续风向微风,无持续风向,微风,79 良,79,良
2018-03-28 周三,2018-03-28,03-28,周三,多云~阴,27,17,10,南风1-2级,南风,1-2级,83 良,83,良
2018-03-29 周四,2018-03-29,03-29,周四,小雨~阴,24,18,6,东北风1-2级,东北风,1-2级,90 良,90,良
2018-03-30 周五,2018-03-30,03-30,周五,多云,28,17,11,东北风1-2级,东北风,1-2级,84 良,84,良
2018-03-31 周六,2018-03-31,03-31,周六,多云,28,19,9,无持续风向微风,无持续风向,微风,93 良,93,良
2018-04-01 周日,2018-04-01,04-01,周日,多云~阵雨,29,19,10,无持续风向微风,无持续风向,微风,100 良,100,良
2018-04-02 周一,2018-04-02,04-02,周一,小到中雨~小雨,27,19,8,无持续风向微风,无持续风向,微风,75 良,75,良
2018-04-03 周二,2018-04-03,04-03,周二,小到中雨~中雨,29,19,10,西南风1-2级,西南风,1-2级,53 良,53,良
2018-04-04 周三,2018-04-04,04-04,周三,多云~中雨,25,12,13,无持续风向微风,无持续风向,微风,55 良,55,良
2018-04-05 周四,2018-04-05,04-05,周四,中雨~小雨,17,10,7,北风3-4级,北风,3-4级,40 优,40,优
2018-04-06 周五,2018-04-06,04-06,周五,阴~多云,17,8,9,无持续风向微风,无持续风向,微风,56 良,56,良
2018-04-07 周六,2018-04-07,04-07,周六,多云~晴,17,6,11,北风1-2级,北风,1-2级,91 良,91,良
2018-04-08 周日,2018-04-08,04-08,周日,晴,23,12,11,无持续风向微风,无持续风向,微风,80 良,80,良
2018-04-09 周一,2018-04-09,04-09,周一,晴,27,16,11,无持续风向微风,无持续风向,微风,84 良,84,良
2018-04-10 周二,2018-04-10,04-10,周二,多云~阵雨,30,20,10,无持续风向微风,无持续风向,微风,85 良,85,良
2018-04-11 周三,2018-04-11,04-11,周三,阵雨~雷阵雨,27,21,6,无持续风向微风,无持续风向,微风,70 良,70,良
2018-04-12 周四,2018-04-12,04-12,周四,雷阵雨~中到大雨,27,21,6,无持续风向微风,无持续风向,微风,63 良,63,良
2018-04-13 周五,2018-04-13,04-13,周五,中雨~大雨,25,14,11,西南风1-2级,西南风,1-2级,41 优,41,优
2018-04-14 周六,2018-04-14,04-14,周六,小雨~阴,19,14,5,无持续风向微风,无持续风向,微风,25 优,25,优
2018-04-15 周日,2018-04-15,04-15,周日,多云~晴,19,11,8,东北风1-2级,东北风,1-2级,78 良,78,良
2018-04-16 周一,2018-04-16,04-16,周一,阴~多云,21,13,8,无持续风向微风,无持续风向,微风,97 良,97,良
2018-04-17 周二,2018-04-17,04-17,周二,晴,24,13,11,东风1-2级,东风,1-2级,98 良,98,良
2018-04-18 周三,2018-04-18,04-18,周三,晴,27,17,10,无持续风向微风,无持续风向,微风,84 良,84,良
2018-04-19 周四,2018-04-19,04-19,周四,晴,30,19,11,无持续风向微风,无持续风向,微风,95 良,95,良
2018-04-20 周五,2018-04-20,04-20,周五,多云,28,21,7,无持续风向微风,无持续风向,微风,82 良,82,良
2018-04-21 周六,2018-04-21,04-21,周六,多云~雷阵雨,28,21,7,无持续风向微风,无持续风向,微风,48 优,48,优
2018-04-22 周日,2018-04-22,04-22,周日,雷阵雨~中到大雨,28,18,10,无持续风向微风,无持续风向,微风,48 优,48,优
2018-04-23 周一,2018-04-23,04-23,周一,大雨~阴,23,17,6,无持续风向微风,无持续风向,微风,23 优,23,优
2018-04-24 周二,2018-04-24,04-24,周二,多云~晴,22,15,7,北风3-4级,北风,3-4级,31 优,31,优
2018-04-25 周三,2018-04-25,04-25,周三,多云~阴,25,17,8,无持续风向微风,无持续风向,微风,47 优,47,优
2018-04-26 周四,2018-04-26,04-26,周四,阵雨~阴,23,18,5,无持续风向微风,无持续风向,微风,61 良,61,良
2018-04-27 周五,2018-04-27,04-27,周五,多云,27,19,8,无持续风向微风,无持续风向,微风,71 良,71,良
2018-04-28 周六,2018-04-28,04-28,周六,多云~雷阵雨,29,21,8,无持续风向微风,无持续风向,微风,78 良,78,良
2018-04-29 周日,2018-04-29,04-29,周日,雷阵雨~小雨,27,22,5,无持续风向微风,无持续风向,微风,68 良,68,良
2018-04-30 周一,2018-04-30,04-30,周一,小雨,27,21,6,西南风1-2级,西南风,1-2级,39 优,39,优
2018-05-01 周二,2018-05-01,05-01,周二,小雨~中雨,30,23,7,无持续风向微风,无持续风向,微风,34 优,34,优
2018-05-02 周三,2018-05-02,05-02,周三,小雨~阴,27,19,8,北风1-2级,北风,1-2级,41 优,41,优
2018-05-03 周四,2018-05-03,05-03,周四,多云~阴,26,18,8,无持续风向微风,无持续风向,微风,52 良,52,良
2018-05-04 周五,2018-05-04,05-04,周五,阴~小雨,26,19,7,无持续风向微风,无持续风向,微风,73 良,73,良
2018-05-05 周六,2018-05-05,05-05,周六,多云~阵雨,31,25,6,无持续风向微风,无持续风向,微风,62 良,62,良
2018-05-06 周日,2018-05-06,05-06,周日,小雨~中到大雨,30,20,10,西南风3-4级,西南风,3-4级,33 优,33,优
2018-05-07 周一,2018-05-07,05-07,周一,阴,25,18,7,无持续风向微风,无持续风向,微风,24 优,24,优
2018-05-08 周二,2018-05-08,05-08,周二,多云,25,17,8,无持续风向微风,无持续风向,微风,33 优,33,优
2018-05-09 周三,2018-05-09,05-09,周三,晴~多云,27,18,9,无持续风向微风,无持续风向,微风,52 良,52,良
2018-05-10 周四,2018-05-10,05-10,周四,阵雨~阴,23,19,4,东风1-2级,东风,1-2级,64 良,64,良
2018-05-11 周五,2018-05-11,05-11,周五,小雨,26,21,5,西南风1-2级,西南风,1-2级,47 优,47,优
2018-05-12 周六,2018-05-12,05-12,周六,雷阵雨~阴,28,23,5,无持续风向微风,无持续风向,微风,46 优,46,优
2018-05-13 周日,2018-05-13,05-13,周日,多云,31,23,8,无持续风向微风,无持续风向,微风,48 优,48,优
2018-05-14 周一,2018-05-14,05-14,周一,多云,33,25,8,无持续风向微风,无持续风向,微风,55 良,55,良
2018-05-15 周二,2018-05-15,05-15,周二,晴,35,27,8,无持续风向微风,无持续风向,微风,44 优,44,优
2018-05-16 周三,2018-05-16,05-16,周三,晴,35,27,8,无持续风向微风,无持续风向,微风,43 优,43,优
2018-05-17 周四,2018-05-17,05-17,周四,多云~晴,35,27,8,西南风1-2级,西南风,1-2级,50 优,50,优
2018-05-18 周五,2018-05-18,05-18,周五,雷阵雨~阴,34,25,9,无持续风向微风,无持续风向,微风,64 良,64,良
2018-05-19 周六,2018-05-19,05-19,周六,雷阵雨~小到中雨,33,25,8,无持续风向微风,无持续风向,微风,30 优,30,优
2018-05-20 周日,2018-05-20,05-20,周日,小到中雨~小雨,29,24,5,无持续风向微风,无持续风向,微风,33 优,33,优
2018-05-21 周一,2018-05-21,05-21,周一,小雨,31,25,6,东北风1-2级,东北风,1-2级,36 优,36,优
2018-05-22 周二,2018-05-22,05-22,周二,小到中雨~小雨,28,20,8,无持续风向微风,无持续风向,微风,31 优,31,优
2018-05-23 周三,2018-05-23,05-23,周三,阴~多云,27,21,6,无持续风向微风,无持续风向,微风,62 良,62,良
2018-05-24 周四,2018-05-24,05-24,周四,多云,32,25,7,无持续风向微风,无持续风向,微风,51 良,51,良
2018-05-25 周五,2018-05-25,05-25,周五,晴~小到中雨,35,24,11,无持续风向微风,无持续风向,微风,67 良,67,良
2018-05-26 周六,2018-05-26,05-26,周六,小雨,30,25,5,东北风1-2级,东北风,1-2级,33 优,33,优
2018-05-27 周日,2018-05-27,05-27,周日,阴,28,23,5,无持续风向微风,无持续风向,微风,52 良,52,良
2018-05-28 周一,2018-05-28,05-28,周一,多云~阵雨,31,24,7,无持续风向微风,无持续风向,微风,97 良,97,良
2018-05-29 周二,2018-05-29,05-29,周二,多云~小到中雨,31,23,8,东北风1-2级,东北风,1-2级,85 良,85,良
2018-05-30 周三,2018-05-30,05-30,周三,中雨~大到暴雨,28,21,7,无持续风向微风,无持续风向,微风,62 良,62,良
2018-05-31 周四,2018-05-31,05-31,周四,小雨,23,19,4,北风3-4级,北风,3-4级,32 优,32,优
2018-06-01 周五,2018-06-01,06-01,周五,多云~阴,26,21,5,无持续风向微风,无持续风向,微风,36 优,36,优
2018-06-02 周六,2018-06-02,06-02,周六,小雨~阴,25,21,4,无持续风向微风,无持续风向,微风,40 优,40,优
2018-06-03 周日,2018-06-03,06-03,周日,多云~小雨,28,22,6,东风1-2级,东风,1-2级,42 优,42,优
2018-06-04 周一,2018-06-04,06-04,周一,小雨~中雨,26,21,5,无持续风向微风,无持续风向,微风,48 优,48,优
2018-06-05 周二,2018-06-05,06-05,周二,小雨~阴,24,21,3,北风1-2级,北风,1-2级,33 优,33,优
2018-06-06 周三,2018-06-06,06-06,周三,多云~阵雨,28,22,6,无持续风向微风,无持续风向,微风,37 优,37,优
2018-06-07 周四,2018-06-07,06-07,周四,阴~阵雨,30,24,6,无持续风向微风,无持续风向,微风,38 优,38,优
2018-06-08 周五,2018-06-08,06-08,周五,阵雨,28,23,5,无持续风向微风,无持续风向,微风,19 优,19,优
2018-06-09 周六,2018-06-09,06-09,周六,中雨~小雨,28,23,5,无持续风向微风,无持续风向,微风,25 优,25,优
2018-06-10 周日,2018-06-10,06-10,周日,多云~晴,30,20,10,无持续风向微风,无持续风向,微风,40 优,40,优
2018-06-11 周一,2018-06-11,06-11,周一,晴~多云,32,23,9,无持续风向微风,无持续风向,微风,70 良,70,良
2018-06-12 周二,2018-06-12,06-12,周二,多云~阴,29,23,6,无持续风向微风,无持续风向,微风,69 良,69,良
2018-06-13 周三,2018-06-13,06-13,周三,阴~多云,29,21,8,无持续风向微风,无持续风向,微风,38 优,38,优
2018-06-14 周四,2018-06-14,06-14,周四,多云,31,22,9,无持续风向微风,无持续风向,微风,41 优,41,优
2018-06-15 周五,2018-06-15,06-15,周五,晴~多云,33,23,10,无持续风向微风,无持续风向,微风,67 良,67,良
2018-06-16 周六,2018-06-16,06-16,周六,晴~多云,33,25,8,无持续风向微风,无持续风向,微风,74 良,74,良
2018-06-17 周日,2018-06-17,06-17,周日,多云,33,26,7,无持续风向微风,无持续风向,微风,66 良,66,良
2018-06-18 周一,2018-06-18,06-18,周一,多云,35,27,8,东风1-2级,东风,1-2级,54 良,54,良
2018-06-19 周二,2018-06-19,06-19,周二,雷阵雨~大雨,35,25,10,无持续风向微风,无持续风向,微风,50 优,50,优
2018-06-20 周三,2018-06-20,06-20,周三,雷阵雨~中雨,30,24,6,无持续风向微风,无持续风向,微风,27 优,27,优
2018-06-21 周四,2018-06-21,06-21,周四,阴~小雨,29,25,4,无持续风向微风,无持续风向,微风,35 优,35,优
2018-06-22 周五,2018-06-22,06-22,周五,中雨~中到大雨,29,25,4,无持续风向微风,无持续风向,微风,37 优,37,优
2018-06-23 周六,2018-06-23,06-23,周六,雷阵雨~阴,31,26,5,无持续风向微风,无持续风向,微风,34 优,34,优
2018-06-24 周日,2018-06-24,06-24,周日,阴~多云,33,26,7,无持续风向微风,无持续风向,微风,39 优,39,优
2018-06-25 周一,2018-06-25,06-25,周一,多云,34,27,7,无持续风向微风,无持续风向,微风,32 优,32,优
2018-06-26 周二,2018-06-26,06-26,周二,晴,35,27,8,西南风3-4级,西南风,3-4级,31 优,31,优
2018-06-27 周三,2018-06-27,06-27,周三,晴,35,28,7,无持续风向微风,无持续风向,微风,40 优,40,优
2018-06-28 周四,2018-06-28,06-28,周四,晴~多云,36,28,8,无持续风向微风,无持续风向,微风,42 优,42,优
2018-06-29 周五,2018-06-29,06-29,周五,多云~中雨,35,26,9,西南风1-2级,西南风,1-2级,43 优,43,优
2018-06-30 周六,2018-06-30,06-30,周六,雷阵雨~大雨,32,25,7,无持续风向微风,无持续风向,微风,30 优,30,优
2018-07-01 周日,2018-07-01,07-01,周日,中雨,31,26,5,无持续风向微风,无持续风向,微风,27 优,27,优
2018-07-02 周一,2018-07-02,07-02,周一,小雨~多云,32,27,5,无持续风向微风,无持续风向,微风,38 优,38,优
2018-07-03 周二,2018-07-03,07-03,周二,雷阵雨~多云,33,27,6,无持续风向微风,无持续风向,微风,42 优,42,优
2018-07-04 周三,2018-07-04,07-04,周三,多云,35,28,7,西南风1-2级,西南风,1-2级,50 优,50,优
2018-07-05 周四,2018-07-05,07-05,周四,多云~中雨,35,26,9,无持续风向微风,无持续风向,微风,51 良,51,良
2018-07-06 周五,2018-07-06,07-06,周五,大雨~小雨,31,26,5,无持续风向微风,无持续风向,微风,32 优,32,优
2018-07-07 周六,2018-07-07,07-07,周六,阴~阵雨,30,26,4,无持续风向微风,无持续风向,微风,23 优,23,优
2018-07-08 周日,2018-07-08,07-08,周日,阴~多云,33,27,6,无持续风向微风,无持续风向,微风,25 优,25,优
2018-07-09 周一,2018-07-09,07-09,周一,多云,34,28,6,无持续风向微风,无持续风向,微风,36 优,36,优
2018-07-10 周二,2018-07-10,07-10,周二,晴,36,28,8,无持续风向微风,无持续风向,微风,51 良,51,良
2018-07-11 周三,2018-07-11,07-11,周三,多云~中雨,34,25,9,无持续风向微风,无持续风向,微风,46 优,46,优
2018-07-12 周四,2018-07-12,07-12,周四,小雨~多云,31,25,6,南风1-2级,南风,1-2级,22 优,22,优
2018-07-13 周五,2018-07-13,07-13,周五,多云,35,27,8,无持续风向微风,无持续风向,微风,38 优,38,优
2018-07-14 周六,2018-07-14,07-14,周六,晴~多云,35,27,8,无持续风向微风,无持续风向,微风,29 优,29,优
2018-07-15 周日,2018-07-15,07-15,周日,晴,35,27,8,无持续风向微风,无持续风向,微风,48 优,48,优
2018-07-16 周一,2018-07-16,07-16,周一,多云,35,27,8,东南风1-2级,东南风,1-2级,54 良,54,良
2018-07-17 周二,2018-07-17,07-17,周二,晴,36,28,8,东南风1-2级,东南风,1-2级,58 良,58,良
2018-07-18 周三,2018-07-18,07-18,周三,晴,37,29,8,东南风1-2级,东南风,1-2级,40 优,40,优
2018-07-19 周四,2018-07-19,07-19,周四,晴,37,29,8,东南风1-2级,东南风,1-2级,40 优,40,优
2018-07-20 周五,2018-07-20,07-20,周五,晴,36,29,7,东风1-2级,东风,1-2级,41 优,41,优
2018-07-21 周六,2018-07-21,07-21,周六,晴~多云,37,29,8,东北风1-2级,东北风,1-2级,48 优,48,优
2018-07-22 周日,2018-07-22,07-22,周日,晴,36,29,7,北风1-2级,北风,1-2级,50 优,50,优
2018-07-23 周一,2018-07-23,07-23,周一,多云,36,29,7,西风1-2级,西风,1-2级,51 良,51,良
2018-07-24 周二,2018-07-24,07-24,周二,多云,37,29,8,西南风1-2级,西南风,1-2级,50 优,50,优
2018-07-25 周三,2018-07-25,07-25,周三,多云,37,29,8,西南风1-2级,西南风,1-2级,36 优,36,优
2018-07-26 周四,2018-07-26,07-26,周四,多云,37,29,8,西南风1-2级,西南风,1-2级,52 良,52,良
2018-07-27 周五,2018-07-27,07-27,周五,多云,37,29,8,西南风1-2级,西南风,1-2级,51 良,51,良
2018-07-28 周六,2018-07-28,07-28,周六,多云,37,29,8,西南风1-2级,西南风,1-2级,47 优,47,优
2018-07-29 周日,2018-07-29,07-29,周日,多云,37,29,8,西南风1-2级,西南风,1-2级,41 优,41,优
2018-07-30 周一,2018-07-30,07-30,周一,多云,37,28,9,西南风1-2级,西南风,1-2级,45 优,45,优
2018-07-31 周二,2018-07-31,07-31,周二,小雨,37,29,8,东风1-2级,东风,1-2级,46 优,46,优
2018-08-01 周三,2018-08-01,08-01,周三,多云~阵雨,36,27,9,北风1-2级,北风,1-2级,41 优,41,优
2018-08-02 周四,2018-08-02,08-02,周四,阵雨,35,26,9,北风1-2级,北风,1-2级,43 优,43,优
2018-08-03 周五,2018-08-03,08-03,周五,小雨~多云,34,27,7,北风1-2级,北风,1-2级,47 优,47,优
2018-08-04 周六,2018-08-04,08-04,周六,多云~阴,35,27,8,西南风1-2级,西南风,1-2级,54 良,54,良
2018-08-05 周日,2018-08-05,08-05,周日,雷阵雨~多云,35,27,8,西南风1-2级,西南风,1-2级,47 优,47,优
2018-08-06 周一,2018-08-06,08-06,周一,多云,35,27,8,西南风1-2级,西南风,1-2级,45 优,45,优
2018-08-07 周二,2018-08-07,08-07,周二,多云,37,28,9,西南风1-2级,西南风,1-2级,61 良,61,良
2018-08-08 周三,2018-08-08,08-08,周三,多云,36,28,8,北风1-2级,北风,1-2级,63 良,63,良
2018-08-09 周四,2018-08-09,08-09,周四,多云,36,28,8,北风1-2级,北风,1-2级,59 良,59,良
2018-08-10 周五,2018-08-10,08-10,周五,多云,37,29,8,东北风1-2级,东北风,1-2级,57 良,57,良
2018-08-11 周六,2018-08-11,08-11,周六,多云,37,29,8,无持续风向微风,无持续风向,微风,66 良,66,良
2018-08-12 周日,2018-08-12,08-12,周日,多云,38,28,10,北风3-4级,北风,3-4级,74 良,74,良
2018-08-13 周一,2018-08-13,08-13,周一,雷阵雨~多云,35,28,7,北风1-2级,北风,1-2级,35 优,35,优
2018-08-14 周二,2018-08-14,08-14,周二,多云,37,28,9,东北风1-2级,东北风,1-2级,34 优,34,优
2018-08-15 周三,2018-08-15,08-15,周三,多云,36,28,8,东北风3-4级,东北风,3-4级,32 优,32,优
2018-08-16 周四,2018-08-16,08-16,周四,小雨~多云,35,26,9,北风3-4级,北风,3-4级,38 优,38,优
2018-08-17 周五,2018-08-17,08-17,周五,雷阵雨~多云,34,27,7,西北风1-2级,西北风,1-2级,27 优,27,优
2018-08-18 周六,2018-08-18,08-18,周六,多云,35,27,8,西南风1-2级,西南风,1-2级,32 优,32,优
2018-08-19 周日,2018-08-19,08-19,周日,多云,35,27,8,西南风1-2级,西南风,1-2级,47 优,47,优
2018-08-20 周一,2018-08-20,08-20,周一,多云,36,27,9,北风1-2级,北风,1-2级,49 优,49,优
2018-08-21 周二,2018-08-21,08-21,周二,多云,35,27,8,北风1-2级,北风,1-2级,37 优,37,优
2018-08-22 周三,2018-08-22,08-22,周三,多云~小雨,34,27,7,北风3-4级,北风,3-4级,50 优,50,优
2018-08-23 周四,2018-08-23,08-23,周四,多云~晴,34,25,9,北风3-4级,北风,3-4级,44 优,44,优
2018-08-24 周五,2018-08-24,08-24,周五,晴,34,25,9,北风3-4级,北风,3-4级,71 良,71,良
2018-08-25 周六,2018-08-25,08-25,周六,小雨~小到中雨,31,25,6,北风3-4级,北风,3-4级,71 良,71,良
2018-08-26 周日,2018-08-26,08-26,周日,多云,32,26,6,东北风3-4级,东北风,3-4级,40 优,40,优
2018-08-27 周一,2018-08-27,08-27,周一,多云,34,26,8,东北风3-4级,东北风,3-4级,40 优,40,优
2018-08-28 周二,2018-08-28,08-28,周二,多云,34,27,7,东北风1-2级,东北风,1-2级,46 优,46,优
2018-08-29 周三,2018-08-29,08-29,周三,多云,35,27,8,东北风1-2级,东北风,1-2级,35 优,35,优
2018-08-30 周四,2018-08-30,08-30,周四,小雨,31,25,6,南风1-2级,南风,1-2级,21 优,21,优
2018-08-31 周五,2018-08-31,08-31,周五,小雨~阴,30,25,5,南风1-2级,南风,1-2级,22 优,22,优
2018-09-01 周六,2018-09-01,09-01,周六,小雨,33,26,7,西南风1-2级,西南风,1-2级,20 优,20,优
2018-09-02 周日,2018-09-02,09-02,周日,多云,34,27,7,西南风1-2级,西南风,1-2级,28 优,28,优
2018-09-03 周一,2018-09-03,09-03,周一,多云~小雨,34,26,8,西风1-2级,西风,1-2级,45 优,45,优
2018-09-04 周二,2018-09-04,09-04,周二,小雨~多云,34,25,9,东北风1-2级,东北风,1-2级,55 良,55,良
2018-09-05 周三,2018-09-05,09-05,周三,多云,35,26,9,东北风1-2级,东北风,1-2级,62 良,62,良
2018-09-06 周四,2018-09-06,09-06,周四,多云~阴,36,25,11,北风1-2级,北风,1-2级,78 良,78,良
2018-09-07 周五,2018-09-07,09-07,周五,小雨~多云,28,22,6,北风3-4级,北风,3-4级,52 良,52,良
2018-09-08 周六,2018-09-08,09-08,周六,多云~晴,30,21,9,东北风1-2级,东北风,1-2级,49 优,49,优
2018-09-09 周日,2018-09-09,09-09,周日,多云,30,20,10,东北风1-2级,东北风,1-2级,48 优,48,优
2018-09-10 周一,2018-09-10,09-10,周一,多云,30,22,8,东北风1-2级,东北风,1-2级,43 优,43,优
2018-09-11 周二,2018-09-11,09-11,周二,多云,31,23,8,东北风1-2级,东北风,1-2级,49 优,49,优
2018-09-12 周三,2018-09-12,09-12,周三,多云,30,24,6,东北风1-2级,东北风,1-2级,50 优,50,优
2018-09-13 周四,2018-09-13,09-13,周四,多云,33,24,9,东北风1-2级,东北风,1-2级,50 优,50,优
2018-09-14 周五,2018-09-14,09-14,周五,晴,34,26,8,东北风1-2级,东北风,1-2级,49 优,49,优
2018-09-15 周六,2018-09-15,09-15,周六,多云,35,25,10,北风3-4级,北风,3-4级,55 良,55,良
2018-09-16 周日,2018-09-16,09-16,周日,多云,35,26,9,东北风3-4级,东北风,3-4级,62 良,62,良
2018-09-17 周一,2018-09-17,09-17,周一,小雨,35,26,9,东北风1-2级,东北风,1-2级,42 优,42,优
2018-09-18 周二,2018-09-18,09-18,周二,多云,34,26,8,东北风1-2级,东北风,1-2级,25 优,25,优
2018-09-19 周三,2018-09-19,09-19,周三,多云,35,27,8,西南风1-2级,西南风,1-2级,46 优,46,优
2018-09-20 周四,2018-09-20,09-20,周四,多云~阴,36,26,10,西南风1-2级,西南风,1-2级,55 良,55,良
2018-09-21 周五,2018-09-21,09-21,周五,阴~小雨,30,23,7,北风1-2级,北风,1-2级,38 优,38,优
2018-09-22 周六,2018-09-22,09-22,周六,多云~小雨,29,22,7,北风1-2级,北风,1-2级,37 优,37,优
2018-09-23 周日,2018-09-23,09-23,周日,小雨~多云,24,21,3,北风1-2级,北风,1-2级,51 良,51,良
2018-09-24 周一,2018-09-24,09-24,周一,多云,30,22,8,东北风1-2级,东北风,1-2级,54 良,54,良
2018-09-25 周二,2018-09-25,09-25,周二,多云,29,22,7,东北风1-2级,东北风,1-2级,50 优,50,优
2018-09-26 周三,2018-09-26,09-26,周三,阴,24,20,4,北风3-4级,北风,3-4级,43 优,43,优
2018-09-27 周四,2018-09-27,09-27,周四,多云,27,21,6,北风1-2级,北风,1-2级,40 优,40,优
2018-09-28 周五,2018-09-28,09-28,周五,多云~晴,28,20,8,北风1-2级,北风,1-2级,47 优,47,优
2018-09-29 周六,2018-09-29,09-29,周六,晴,28,19,9,北风3-4级,北风,3-4级,56 良,56,良
2018-09-30 周日,2018-09-30,09-30,周日,多云,31,22,9,北风1-2级,北风,1-2级,61 良,61,良
2018-10-01 周一,2018-10-01,10-01,周一,多云,28,19,9,东北风1-2级,东北风,1-2级,64 良,64,良
2018-10-02 周二,2018-10-02,10-02,周二,晴,28,19,9,北风1-2级,北风,1-2级,54 良,54,良
2018-10-03 周三,2018-10-03,10-03,周三,晴,28,19,9,东北风1-2级,东北风,1-2级,58 良,58,良
2018-10-04 周四,2018-10-04,10-04,周四,晴,28,18,10,北风3-4级,北风,3-4级,67 良,67,良
2018-10-05 周五,2018-10-05,10-05,周五,晴,27,17,10,北风3-4级,北风,3-4级,61 良,61,良
2018-10-06 周六,2018-10-06,10-06,周六,晴,28,18,10,东北风1-2级,东北风,1-2级,71 良,71,良
2018-10-07 周日,2018-10-07,10-07,周日,晴~多云,28,18,10,东北风1-2级,东北风,1-2级,74 良,74,良
2018-10-08 周一,2018-10-08,10-08,周一,多云,29,20,9,北风1-2级,北风,1-2级,82 良,82,良
2018-10-09 周二,2018-10-09,10-09,周二,小雨~阴,24,18,6,北风1-2级,北风,1-2级,67 良,67,良
2018-10-10 周三,2018-10-10,10-10,周三,多云~晴,23,13,10,北风3-4级,北风,3-4级,66 良,66,良
2018-10-11 周四,2018-10-11,10-11,周四,晴,23,14,9,东北风1-2级,东北风,1-2级,48 优,48,优
2018-10-12 周五,2018-10-12,10-12,周五,晴~多云,24,14,10,东北风1-2级,东北风,1-2级,53 良,53,良
2018-10-13 周六,2018-10-13,10-13,周六,多云~阴,24,18,6,东北风1-2级,东北风,1-2级,62 良,62,良
2018-10-14 周日,2018-10-14,10-14,周日,小雨,19,16,3,东北风1-2级,东北风,1-2级,46 优,46,优
2018-10-15 周一,2018-10-15,10-15,周一,小雨~阴,19,17,2,北风1-2级,北风,1-2级,53 良,53,良
2018-10-16 周二,2018-10-16,10-16,周二,阴,22,16,6,北风1-2级,北风,1-2级,43 优,43,优
2018-10-17 周三,2018-10-17,10-17,周三,多云~晴,22,15,7,东北风1-2级,东北风,1-2级,56 良,56,良
2018-10-18 周四,2018-10-18,10-18,周四,晴~多云,24,15,9,东北风3-4级,东北风,3-4级,61 良,61,良
2018-10-19 周五,2018-10-19,10-19,周五,阴~小雨,21,16,5,东北风1-2级,东北风,1-2级,57 良,57,良
2018-10-20 周六,2018-10-20,10-20,周六,小雨,19,15,4,东北风1-2级,东北风,1-2级,45 优,45,优
2018-10-21 周日,2018-10-21,10-21,周日,小雨,18,16,2,北风1-2级,北风,1-2级,32 优,32,优
2018-10-22 周一,2018-10-22,10-22,周一,阴,19,15,4,北风1-2级,北风,1-2级,28 优,28,优
2018-10-23 周二,2018-10-23,10-23,周二,阴~多云,22,15,7,东北风1-2级,东北风,1-2级,46 优,46,优
2018-10-24 周三,2018-10-24,10-24,周三,阴~小雨,23,18,5,东风1-2级,东风,1-2级,63 良,63,良
2018-10-25 周四,2018-10-25,10-25,周四,小雨,22,16,6,西南风1-2级,西南风,1-2级,59 良,59,良
2018-10-26 周五,2018-10-26,10-26,周五,晴,24,12,12,北风1-2级,北风,1-2级,46 优,46,优
2018-10-27 周六,2018-10-27,10-27,周六,晴,23,13,10,东北风1-2级,东北风,1-2级,61 良,61,良
2018-10-28 周日,2018-10-28,10-28,周日,晴,25,13,12,西南风1-2级,西南风,1-2级,84 良,84,良
2018-10-29 周一,2018-10-29,10-29,周一,晴,27,13,14,北风1-2级,北风,1-2级,83 良,83,良
2018-10-30 周二,2018-10-30,10-30,周二,晴,27,14,13,北风1-2级,北风,1-2级,71 良,71,良
2018-10-31 周三,2018-10-31,10-31,周三,晴,25,14,11,北风1-2级,北风,1-2级,64 良,64,良
2018-11-01 周四,2018-11-01,11-01,周四,多云,21,13,8,东北风3-4级,东北风,3-4级,70 良,70,良
2018-11-02 周五,2018-11-02,11-02,周五,阴,20,14,6,东北风1-2级,东北风,1-2级,59 良,59,良
2018-11-03 周六,2018-11-03,11-03,周六,多云,21,14,7,东风1-2级,东风,1-2级,44 优,44,优
